year,doi,title,f_author,id
2016,,Knowledge Representation on the Web Revisited: The Case for Prototypes,Michael Cochez,514
2016,,Updating DL-Lite Ontologies Through First-Order Queries,Giuseppe De Giacomo,515
2016,,Are Names Meaningful? Quantifying Social Meaning on the Semantic Web,Steven de Rooij,516
2016,,User Validation in Ontology Alignment,Zlatan Dragisic,517
2016,,"Seed, an End-User Text Composition Tool for the Semantic Web",Bahaa Eldesouky,518
2016,,Exception-Enriched Rule Learning from Knowledge Graphs,Mohamed H. Gad-Elrab,519
2016,,Planning Ahead: Stream-Driven Linked-Data Access Under Update-Budget Constraints,Shen Gao,520
2016,,Explicit Query Interpretation and Diversiﬁcation for Context-Driven Concept Search Across Ontologies,Chetana Gavankar,521
2016,,Predicting Energy Consumption of Ontology Reasoning over Mobile Devices,Isa Guclu,522
2016,,Walking Without a Map: Ranking-Based Traversal for Querying Linked Data,Olaf Hartig,523
2016,,The Multiset Semantics of SPARQL Patterns,Renzo Angles,524
2016,,CubeQA—Question Answering on RDF Data Cubes,Konrad H offner,525
2016,,Optimizing Aggregate SPARQL Queries Using Materialized RDF Views,Dilshod Ibragimov,526
2016,,Algebraic Calculi for Weighted Ontology Alignments,Armen Inants,527
2016,,Ontologies for Knowledge Graphs: Breaking the Rules,Markus Krtzsch,528
2016,,An Extensible Linear Approach for Holistic Ontology Matching,Imen Megdiche,529
2016,,Semantic Sensitive Simultaneous Tensor Factorization,Makoto Nakatsuji,530
2016,,Multi-level Semantic Labelling of Numerical Values,Sebastian Neumaier,531
2016,,Semantic Labeling: A Domain-Independent Approach,Minh Pham,532
2016,,Exploiting Emergent Schemas to Make RDF Systems More Eﬃcient,Minh-Duc Pham,533
2016,,Distributed RDF Query Answering with Dynamic Data Exchange,Anthony Potter,534
2016,,Ontop of Geospatial Databases,Konstantina Bereta,535
2016,,RDF2Vec: RDF Graph Embeddings for Data Mining,Petar Ristoski,536
2016,,SPARQL-to-SQL on Internet of Things Databases and Streams,Eugene Siow,537
2016,,Can You Imagine... A Language for Combinatorial Creativity?,Fabian M. Suchanek,538
2016,,Leveraging Linked Data to Discover Semantic Relations Within Data Sources,Mohsen Taheriyan,539
2016,,Integrating Medical Scienti ﬁ c Knowledge with the Semantically Quanti ﬁ ed Self,an Third,540
2016,,Learning to Assess Linked Data Relationships Using Genetic Programming,Ilaria Tiddi,541
2016,,A Probabilistic Model for Time-Aware Entity Recommendation,Lei Zhang,542
2016,,A Knowledge Base Approach to Cross-Lingual Keyword Query Interpretation,Lei Zhang,543
2016,,Context-Free Path Queries on RDF Graphs,Xiaowang Zhang,544
2016,,Unsupervised Entity Resolution on Multi-type Graphs,Linhong Zhu,545
2016,,Expressive Multi-level Modeling for the Semantic Web,Freddy Brasileiro,546
2016,,A Practical Acyclicity Notion for Query Answering Over Horn- SRIQ Ontologies,David Carral,547
2016,,Containment of Expressive SPARQL Navigational Queries,Melisachew Wudage Chekol,548
2016,,WebBrain: Joint Neural Learning of Large-Scale Commonsense Knowledge,Jiaqiang Chen,549
2016,,Eﬃcient Algorithms for Association Finding and Frequent Association Pattern Mining,Gong Cheng,550
2016,,A Reuse-Based Annotation Approach for Medical Documents,Victor Christen,551
2016,,Ontological Representation of Audio Features,Alo Allik,552
2016,,"Querying Wikidata: Comparing SPARQL, Relational and Graph Databases",Daniel Hern,553
2016,,Clinga: Bringing Chinese Physical and Human Geography in Linked Open Data,Wei Hu,554
2016,,LinkGen: Multipurpose Linked Data Generator,Amit Krishna Joshi,555
2016,,OntoBench: Generating Custom OWL 2 Benchmark Ontologies,Vincent Link,556
2016,,Linked Data (in Low-Resource) Platforms: A Mapping for Constrained Application Protocol,Giuseppe Loseto,557
2016,,TripleWave: Spreading RDF Streams on the Web,Andrea Mauri,558
2016,,Conference Linked Data: The ScholarlyData Project,Andrea Giovanni Nuzzolese,559
2016,,The OWL Reasoner Evaluation (ORE) 2015 Resources,Bijan Parsia,560
2016,,FOOD: FOod in Open Data,Silvio Peroni,561
2016,,"YAGO: A Multilingual Knowledge Base from Wikipedia, Wordnet, and Geonames",Thomas Rebele,562
2016,,Abstract Meaning Representations as Linked Data,"('', [])",563
2016,,A Collection of Benchmark Datasets for Systematic Evaluations of Machine Learning on the Semantic Web,Petar Ristoski,564
2016,,Enabling Combined Software and Data Engineering at Web-Scale: The ALIGNED Suite of Ontologies,Monika Solanki,565
2016,,A Replication Study of the Top Performing Systems in SemEval Twitter Sentiment Analysis,Efstratios Sygkounas,566
2016,,VoldemortKG: Mapping schema.org and Web Entities to Linked Open Data,Alberto Tonon,567
2016,,AUFX-O: Novel Methods for the Representation of Audio Processing Workﬂows,Thomas Wilmering,568
2016,,Translating Ontologies in Real-World Settings,Mihael Arcan,569
2016,,EnergyUse - A Collective Semantic Platform for Monitoring and Discussing Energy Consumption,Gr egoire Burel,570
2016,,Extracting Semantic Information for e-Commerce,Bruno Charron,571
2016,,Building Urban LOD for Solving Illegally Parked Bicycles in Tokyo,Shusaku Egami,572
2016,,Ontology-Based Design of Space Systems,Christian Hennig,573
2016,,Interoperability for Smart Appliances in the IoT World,Laura Daniele,574
2016,,Capturing Industrial Information Models with Ontologies and Constraints,Evgeny Kharlamov,575
2016,,Towards Analytics Aware Ontology Based Access to Static and Streaming Data,Evgeny Kharlamov,576
2016,,QuerioDALI: Question Answering Over Dynamic and Linked Knowledge Graphs,Vanessa Lopez,577
2016,,Automatic Classiﬁcation of Springer Nature Proceedings with Smart Topic Miner,Francesco Osborne,578
2016,,Semantic Technologies for Data Analysis in Health Care,Robert Piro,579
2016,,Building and Exploring an Enterprise Knowledge Graph for Investment Analysis,Tong Ruan,580
2016,,Extending SPARQL for Data Analytic Tasks,Julian Dolby,581
2016,,An Ontology of Soil Properties and Processes,Heshan Du,582
2016,,LODStats: The Data Web Census Dataset,Ivan Ermilov,583
2016,,Zhishi.lemon: On Publishing Zhishi.me as Linguistic Linked Open Data,Zhijia Fang,584
2016,,Linked Disambiguated Distributional Semantic Networks,Stefano Faralli,585
2016,,BESDUI: A Benchmark for End-User Structured Data User Interfaces,Roberto Garca,586
2016,,SPARQLGX: Eﬃcient Distributed Evaluation of SPARQL with Apache Spark,Damien Graux,587
2017,,Diefficiency Metrics: Measuring the Continuous Efficiency of Query Processing Approaches,Maribel Acosta,588
2017,,The CEDAR Workbench: An Ontology-Assisted Environment for Authoring Metadata that Describe Scientific Experiments,Rafael S. Gonçalves,589
2017,,WebIsALOD: Providing Hypernymy Relations Extracted from the Web as Linked Open Data,Sven Hertling,590
2017,,Ontology-Based Data Access to Slegge,Dag Hovland,591
2017,,BiOnIC: A Catalog of User Interactions with Biomedical Ontologies,Maulik R. Kamdar,592
2017,,Neural Embeddings for Populated Geonames Locations,Mayank Kejriwal,593
2017,,Distributed Semantic Analytics Using the SANSA Stack,Jens Lehmann,594
2017,,The MIDI Linked Data Cloud,Albert Meroño-Peñuela,595
2017,,SocialLink: Linking DBpedia Entities to Corresponding Twitter Accounts,Yaroslav Nechaev,596
2017,,UNDO: The United Nations System Document Ontology,Silvio Peroni,597
2017,,One Year of the OpenCitations Corpus,Silvio Peroni,598
2017,,CodeOntology: RDF-ization of Source Code,Mattia Atzeni,599
2017,,An Entity Relatedness Test Dataset,José Eduardo Talavera Herrera,600
2017,,RSPLab: RDF Stream Processing Benchmarking Made Easy,Riccardo Tommasini,601
2017,,LC-QuAD: A Corpus for Complex Question Answering over Knowledge Graphs,Priyansh Trivedi,602
2017,,PDD Graph: Bridging Electronic Medical Records and Biomedical Knowledge Graphs via Entity Linking,Meng Wang,603
2017,,A Controlled Crowdsourcing Approach for Practical Ontology Extensions and Metadata Annotations,Yolanda Gil,604
2017,,An Investigative Search Engine for the Human Trafficking Domain,Mayank Kejriwal,605
2017,,Lessons Learned in Building Linked Data for the American Art Collaborative,Craig A. Knoblock,606
2017,,Modeling and Using an Actor Ontology of Second World War Military Units and Personnel,Petri Leskinen,607
2017,,Sustainable Linked Data Generation: The Case of DBpedia,Wouter Maroy,608
2017,,Semantic Rule-Based Equipment Diagnostics,Gulnar Mehdi,609
2017,,Linked Data Publication of Live Music Archives and Analyses,Sean Bechhofer,610
2017,,Automatic Query-Centric API for Routine Access to Linked Data,Albert Meroño-Peñuela,611
2017,,Realizing an RDF-Based Information Model for a Manufacturing Company – A Case Study,Niklas Petersen,612
2017,,Personalizing Actions in Context for Risk Management Using Semantic Web Technologies,Jiewen Wu,613
2017,,The MedRed Ontology for Representing Clinical Data Acquisition Metadata,Jean-Paul Calbimonte,614
2017,,Iguana: A Generic Framework for Benchmarking the Read-Write Performance of Triple Stores,Felix Conrads,615
2017,,Ireland’s Authoritative Geospatial Linked Data,Christophe Debruyne,616
2017,,LOD-a-lot,Javier D. Fernández,617
2017,,IMGpedia: A Linked Dataset with Content-Based Analysis of Wikimedia Images,Sebastián Ferrada,618
2017,,WIDOCO: A Wizard for Documenting Ontologies,Daniel Garijo,619
2017,,Multi-label Based Learning for Better Multi-criteria Ranking of Ontology Reasoners,Nourhène Alaya,620
2017,,Tractable Query Answering for Expressive Ontologies and Existential Rules,David Carral,621
2017,,Zooming in on Ontologies: Minimal Modules and Best Excerpts,Jieying Chen,622
2017,,Global RDF Vector Space Embeddings,Michael Cochez,623
2017,,LDScript: A Linked Data Script Language,Olivier Corby,624
2017,,Practical Update Management in Ontology-Based Data Access,Giuseppe Giacomo,625
2017,,Computing Authoring Tests from Competency Questions: Experimental Validation,Matt Dennis,626
2017,,Matching Web Tables with Knowledge Base Entities: From Entity Lookups to Entity Embeddings,Vasilis Efthymiou,627
2017,,Learning Commonalities in SPARQL,Sara El Hassad,628
2017,,Meta Structures in Knowledge Graphs,Valeria Fionda,629
2017,,Challenges of Source Selection in the WoD,Tobias Grubenmann,630
2017,,The Efficacy of OWL and DL on User Understanding of Axioms and Their Entailments,Eisa Alharbi,631
2017,,AMUSE: Multilingual Semantic Parsing for Question Answering over Linked Data,Sherzod Hakimov,632
2017,,Computing FO-Rewritings in in Practice: From Atomic to Conjunctive Queries,Peter Hansen,633
2017,,A Formal Framework for Comparing Linked Data Fragments,Olaf Hartig,634
2017,,Language-Agnostic Relation Extraction from Wikipedia Abstracts,Nicolas Heist,635
2017,,Alignment Cubes: Towards Interactive Visual Exploration and Evaluation of Multiple Ontology Alignments,Valentina Ivanova,636
2017,,Attributed Description Logics: Ontologies for Knowledge Graphs,Markus Krötzsch,637
2017,,Reliable Granular References to Changing Linked Data,Tobias Kuhn,638
2017,,Cost-Driven Ontology-Based Data Access,Davide Lanti,639
2017,,The Odyssey Approach for Optimizing Federated SPARQL Queries,Gabriela Montoya,640
2017,,Automated Fine-Grained Trust Assessment in Federated Knowledge Bases,Andreas Nolle,641
2017,,A Decidable Very Expressive Description Logic for Databases,Alessandro Artale,642
2017,,Completeness-Aware Rule Learning from Knowledge Graphs,Thomas Pellissier Tanon,643
2017,,Entity Comparison in RDF Graphs,Alina Petrova,644
2017,,Provenance Information in a Collaborative Knowledge Graph: An Evaluation of Wikidata External References,Alessandro Piscopo,645
2017,,Strider: A Hybrid Adaptive Distributed RDF Stream Processing Engine,Xiangnan Ren,646
2017,,Mining Hypotheses from Data in OWL: Advanced Evaluation and Complete Construction,Viachaslau Sazonau,647
2017,,Semantic Faceted Search with Aggregation and Recursion,Evgeny Sherkhonov,648
2017,,"Investigating Learnability, User Performance, and Preferences of the Path Query Language SemwidgQL Compared to SPARQL",Timo Stegemann,649
2017,,Cross-Lingual Entity Alignment via Joint Attribute-Preserving Embedding,Zequn Sun,650
2017,,Blockchain Enabled Privacy Audit Logs,Andrew Sutton,651
2017,,VICKEY: Mining Conditional Keys on Knowledge Bases,Danai Symeonidou,652
2017,,Improving Visual Relationship Detection Using Semantic Modeling of Scene Descriptions,Stephan Baier,653
2017,,Ontolex JeuxDeMots and Its Alignment to the Linguistic Linked Open Data Cloud,Andon Tchechmedjiev,654
2017,,"Towards Holistic Concept Representations: Embedding Relational Knowledge, Visual Attributes, and Distributional Word Semantics",Steffen Thoma,655
2017,,An Extension of SPARQL for Expressing Qualitative Preferences,Antonis Troumpoukis,656
2017,,Encoding Category Correlations into Bilingual Topic Modeling for Cross-Lingual Taxonomy Alignment,Tianxing Wu,657
2017,,Cross-Lingual Infobox Alignment in Wikipedia Using Entity-Attribute Factor Graph,Yan Zhang,658
2017,,An Empirical Study on How the Distribution of Ontologies Affects Reasoning on the Web,Hamid R. Bazoobandi,659
2017,,Expressive Stream Reasoning with Laser,Hamid R. Bazoobandi,660
2017,,Semantics and Validation of Shapes Schemas for RDF,Iovka Boneva,661
2017,,Temporal Query Answering in DL-Lite over Inconsistent Data,Camille Bourgaux,662
2017,,Semantic Wide and Deep Learning for Detecting Crisis-Information Categories on Social Media,Grégoire Burel,663
2018,10.1007/978-3-030-00668-6_1,DOREMUS: A Graph of Linked Musical Works,Manel Achichi ,664
2018,10.1007/978-3-030-00668-6_10,A Framework to Build Games with a Purpose for Linked Data Refinement,Gloria Re Calegari ,665
2018,10.1007/978-3-030-00668-6_11,VoxEL: A Benchmark Dataset for Multilingual Entity Linking,Henry Rosales-Méndez ,666
2018,10.1007/978-3-030-00668-6_12,The Computer Science Ontology: A Large-Scale Taxonomy of Research Areas,Angelo A. Salatino ,667
2018,10.1007/978-3-030-00668-6_13,DistLODStats: Distributed Computation of RDF Dataset Statistics,Gezim Sejdiu ,668
2022,10.1007/978-3-030-00668-6_14,Knowledge Integration for Disease Characterization: A Breast Cancer Example,Oshani Seneviratne ,669
2018,10.1007/978-3-030-00668-6_15,Comunica: A Modular SPARQL Query Engine for the Web,Ruben Taelman ,670
2018,10.1007/978-3-030-00668-6_16,VoCaLS: Vocabulary and Catalog of Linked Streams,Riccardo Tommasini ,671
2018,10.1007/978-3-030-00668-6_17,A Complex Alignment Benchmark: GeoLink Dataset,Lu Zhou ,672
2018,10.1007/978-3-030-00668-6_18,Supporting Digital Healthcare Services Using Semantic Web Technologies,Gintaras Barisevičius ,673
2018,10.1007/978-3-030-00668-6_19,Semantic Technologies for Healthy Lifestyle Monitoring,Mauro Dragoni ,674
2018,10.1007/978-3-030-00668-6_2,Audio Commons Ontology: A Data Model for an Audio Content Ecosystem,Miguel Ceriani ,675
2018,10.1007/978-3-030-00668-6_20,"Reshaping the Knowledge Graph by Connecting Researchers, Data and Practices in ResearchSpace",Dominic Oldman ,676
2018,10.1007/978-3-030-00668-6_21,Ontology-Based Recommendation of Editorial Products,Thiviyan Thanapalasingam ,677
2018,10.1007/978-3-030-00668-6_22,Synthesizing Knowledge Graphs from Web Sources with the MINTE Framework,Diego Collarana ,678
2018,10.1007/978-3-030-00668-6_23,Getting the Most Out of Wikidata: Semantic Technology Usage in Wikipedia’s Knowledge Graph,Stanislav Malyshev ,679
2018,10.1007/978-3-030-00668-6_3,Wiki-MID: A Very Large Multi-domain Interests Dataset of Twitter Users with Mappings to Wikipedia,Giorgia Di Tommaso,680
2018,10.1007/978-3-030-00668-6_4,HeLiS: An Ontology for Supporting Healthy Lifestyles,Mauro Dragoni ,681
2018,10.1007/978-3-030-00668-6_5,SABINE: A Multi-purpose Dataset of Semantically-Annotated Social Content,Silvana Castano ,682
2018,10.1007/978-3-030-00668-6_6,Querying Large Knowledge Graphs over Triple Pattern Fragments: An Empirical Study,Lars Heling ,683
2018,10.1007/978-3-030-00668-6_7,Drammar: A Comprehensive Ontological Resource on Drama,Vincenzo Lombardo ,684
2018,10.1007/978-3-030-00668-6_8,The SPAR Ontologies,Silvio Peroni ,685
2018,10.1007/978-3-030-00668-6_9,Browsing Linked Data Catalogs with LODAtlas,Emmanuel Pietriga ,686
2018,10.1007/978-3-030-00671-6_1,Fine-Grained Evaluation of Rule- and Embedding-Based Systems for Knowledge Graph Completion,Christian Meilicke ,687
2018,10.1007/978-3-030-00671-6_10,Ontology Driven Extraction of Research Processes,Vayianos Pertsas ,688
2018,10.1007/978-3-030-00671-6_12,QA4IE: A Question Answering Based Framework for Information Extraction,Lin Qiu ,689
2018,10.1007/978-3-030-00671-6_13,Constructing a Recipe Web from Historical Newspapers,Marieke van Erp,690
2018,10.1007/978-3-030-00671-6_14,Structured Event Entity Resolution in Humanitarian Domains,Mayank Kejriwal ,691
2018,10.1007/978-3-030-00671-6_15,"That’s Interesting, Tell Me More! Finding Descriptive Support Passages for Knowledge Graph Relationships",Sumit Bhatia ,692
2018,10.1007/978-3-030-00671-6_16,Exploring RDFS KBs Using Summaries,Georgia Troullinou ,693
2018,10.1007/978-3-030-00671-6_17,What Is the Cube Root of 27? Question Answering Over CodeOntology,Mattia Atzeni ,694
2018,10.1007/978-3-030-00671-6_18,GraFa: Scalable Faceted Browsing for RDF Graphs,José Moreno-Vega ,695
2018,10.1007/978-3-030-00671-6_19,Semantics and Validation of Recursive SHACL,Julien Corman ,696
2018,10.1007/978-3-030-00671-6_2,Aligning Knowledge Base and Document Embedding Models Using Regularized Multi-Task Learning,Matthias Baumgartner ,697
2018,10.1007/978-3-030-00671-6_20,Certain Answers for SPARQL with Blank Nodes,Daniel Hernández ,698
2018,,Eﬃcient Handling of SPARQL OPTIONAL for OBDA,Guohui Xiao,699
2018,10.1007/978-3-030-00671-6_22,Representativeness of Knowledge Bases with the Generalized Benford’s Law,Arnaud Soulet ,700
2018,10.1007/978-3-030-00671-6_23,Detecting Erroneous Identity Links on the Web Using Network Metrics,Joe Raad ,701
2018,10.1007/978-3-030-00671-6_24,: A Benchmark Generator for Spatial Link Discovery Tools,Tzanina Saveta ,702
2018,10.1007/978-3-030-00671-6_25,"Specifying, Monitoring, and Executing Workflows in Linked Data Environments",Tobias Käfer ,703
2018,10.1007/978-3-030-00671-6_26,Mapping Diverse Data to RDF in Practice,Alexandros Chortaras ,704
2018,10.1007/978-3-030-00671-6_27,A Novel Approach and Practical Algorithms for Ontology Integration,Giorgos Stoilos ,705
2018,10.1007/978-3-030-00671-6_28,"Practical Ontology Pattern Instantiation, Discovery, and Maintenance with Reasonable Ontology Templates",Martin G. Skjæveland ,706
2018,10.1007/978-3-030-00671-6_29,Pragmatic Ontology Evolution: Reconciling User Requirements and Application Performance,Francesco Osborne ,707
2018,10.1007/978-3-030-00671-6_3,Inducing Implicit Relations from Text Using Distantly Supervised Deep Nets,Michael Glass ,708
2018,10.1007/978-3-030-00671-6_30,Towards Empty Answers in SPARQL: Approximating Querying with RDF Embedding,Meng Wang ,709
2018,10.1007/978-3-030-00671-6_31,Query-Based Linked Data Anonymization,Remy Delanaux ,710
2018,10.1007/978-3-030-00671-6_32,Answering Provenance-Aware Queries on RDF Data Cubes Under Memory Budgets,Luis Galárraga ,711
2018,10.1007/978-3-030-00671-6_33,Bash Datalog: Answering Datalog Queries with Unix Shell Commands,Thomas Rebele ,712
2018,10.1007/978-3-030-00671-6_34,WORQ: Workload-Driven RDF Query Processing,Amgad Madkour ,713
2018,10.1007/978-3-030-00671-6_35,Canonicalisation of Monotone SPARQL Queries,Jaime Salas ,714
2018,10.1007/978-3-030-00671-6_36,Cross-Lingual Classification of Crisis Data,Prashant Khare ,715
2018,10.1007/978-3-030-00671-6_37,Measuring Semantic Coherence of a Conversation,Svitlana Vakulenko ,716
2018,10.1007/978-3-030-00671-6_38,Combining Truth Discovery and RDF Knowledge Bases to Their Mutual Advantage,Valentina Beretta ,717
2018,10.1007/978-3-030-00671-6_39,Content Based Fake News Detection Using Knowledge Graphs,Jeff Z. Pan ,718
2018,10.1007/978-3-030-00671-6_4,Towards Encoding Time in Text-Based Entity Embeddings,Federico Bianchi ,719
2018,10.1007/978-3-030-00671-6_5,Rule Learning from Knowledge Graphs Guided by Embedding Models,Vinh Thinh Ho ,720
2018,10.1007/978-3-030-00671-6_6,A Novel Ensemble Method for Named Entity Recognition and Disambiguation Based on Neural Network,Lorenzo Canale ,721
2018,10.1007/978-3-030-00671-6_7,EARL: Joint Entity and Relation Linking for Question Answering over Knowledge Graphs,Mohnish Dubey ,722
2018,10.1007/978-3-030-00671-6_8,TSE-NER: An Iterative Approach for Long-Tail Entity Extraction in Scientific Publications,Sepideh Mesbah ,723
2018,10.1007/978-3-030-00671-6_9,An Ontology-Driven Probabilistic Soft Logic Approach to Improve NLP Entity Annotations,Marco Rospocher ,724
2019,10.1007/978-3-030-30793-6_1,Decentralized Indexing over a Network of RDF Peers,Christian Aebeloe ,725
2019,10.1007/978-3-030-30793-6_10,Mapping Factoid Adjective Constraints to Existential Restrictions over Knowledge Bases,Jiwei Ding ,726
2019,10.1007/978-3-030-30793-6_11,Mining Significant Maximum Cardinalities in Knowledge Bases,Arnaud Giacometti ,727
2019,10.1007/978-3-030-30793-6_12,"HapPenIng: Happen, Predict, Infer—Event Series Completion in a Knowledge Graph",Simon Gottschalk ,728
2019,10.1007/978-3-030-30793-6_13,Uncovering the Semantics of Wikipedia Categories,Nicolas Heist ,729
2019,10.1007/978-3-030-30793-6_14,Qsearch: Answering Quantity Queries from Text,Vinh Thinh Ho ,730
2019,10.1007/978-3-030-30793-6_15,A Worst-Case Optimal Join Algorithm for SPARQL,Aidan Hogan ,731
2019,10.1007/978-3-030-30793-6_16,Knowledge Graph Consolidation by Unifying Synonymous Relationships,Jan-Christoph Kalo ,732
2019,10.1007/978-3-030-30793-6_17,Skyline Queries over Knowledge Graphs,Ilkcan Keles ,733
2019,10.1007/978-3-030-30793-6_18,Detecting Influences of Ontology Design Patterns in Biomedical Ontologies,Christian Kindermann ,734
2019,10.1007/978-3-030-30793-6_19,Popularity-Driven Ontology Ranking Using Qualitative Features,Niklas Kolbe ,735
2019,10.1007/978-3-030-30793-6_2,Datalog Materialisation in Distributed RDF Stores with Dynamic Data Exchange,Temitope Ajileye ,736
2019,10.1007/978-3-030-30793-6_20,Incorporating Literals into Knowledge Graph Embeddings,Agustinus Kristiadi ,737
2019,10.1007/978-3-030-30793-6_21,Extracting Novel Facts from Tables for Knowledge Graph Completion,Benno Kruit ,738
2019,10.1007/978-3-030-30793-6_22,Difficulty-Controllable Multi-hop Question Generation from Knowledge Graphs,Vishwajeet Kumar ,739
2019,10.1007/978-3-030-30793-6_23,Type Checking Program Code Using SHACL,Martin Leinberger ,740
2019,10.1007/978-3-030-30793-6_24,Decentralized Reasoning on a Network of Aligned Ontologies with Link Keys,Jérémy Lhez ,741
2019,10.1007/978-3-030-30793-6_25,Ontology Completion Using Graph Convolutional Networks,Na Li ,742
2019,10.1007/978-3-030-30793-6_26,Non-parametric Class Completeness Estimators for Collaborative Knowledge Graphs—The Case of Wikidata,Michael Luggen ,743
2019,10.1007/978-3-030-30793-6_27,Pretrained Transformers for Simple Question Answering over Knowledge Graphs,Denis Lukovnikov ,744
2019,10.1007/978-3-030-30793-6_28,Learning to Rank Query Graphs for Complex Question Answering over Knowledge Graphs,Gaurav Maheshwari ,745
2019,10.1007/978-3-030-30793-6_29,THOTH: Neural Translation and Enrichment of Knowledge Graphs,Diego Moussallem ,746
2019,10.1007/978-3-030-30793-6_3,How to Make Latent Factors Interpretable by Feeding Factorization Machines with Knowledge Graphs,Vito Walter Anelli ,747
2019,10.1007/978-3-030-30793-6_30,Entity Enabled Relation Linking,Jeff Z. Pan ,748
2019,10.1007/978-3-030-30793-6_31,SHACL Constraints with Inference Rules,Paolo Pareti ,749
2019,10.1007/978-3-030-30793-6_32,Query-Based Entity Comparison in Knowledge Graphs Revisited,Alina Petrova ,750
2019,10.1007/978-3-030-30793-6_33,Anytime Large-Scale Analytics of Linked Open Data,Arnaud Soulet ,751
2019,10.1007/978-3-030-30793-6_34,Absorption-Based Query Answering for Expressive Description Logics,Andreas Steigmiller ,752
2019,10.1007/978-3-030-30793-6_35,TransEdge: Translating Relation-Contextualized Embeddings for Knowledge Graphs,Zequn Sun ,753
2019,10.1007/978-3-030-30793-6_36,Unsupervised Discovery of Corroborative Paths for Fact Validation,Zafar Habeeb Syed ,754
2019,10.1007/978-3-030-30793-6_37,RDF Explorer: A Visual SPARQL Query Builder,Hernán Vargas ,755
2019,10.1007/978-3-030-30793-6_38,Capturing Semantic and Syntactic Information for Link Prediction in Knowledge Graphs,Changjian Wang ,756
2019,10.1007/978-3-030-30793-6_39,A Framework for Evaluating Snippet Generation for Dataset Search,Xiaxia Wang ,757
2019,10.1007/978-3-030-30793-6_4,Observing LOD Using Equivalent Set Graphs: It Is Mostly Flat and Sparsely Linked,Luigi Asprino ,758
2019,10.1007/978-3-030-30793-6_40,Summarizing News Articles Using Question-and-Answer Pairs via Learning,Xuezhi Wang ,759
2019,10.1007/978-3-030-30793-6_41,Product Classification Using Microdata Annotations,Ziqi Zhang ,760
2019,10.1007/978-3-030-30793-6_42,Truthful Mechanisms for Multi Agent Self-interested Correspondence Selection,Nan Zhi ,761
2019,10.1007/978-3-030-30793-6_5,Optimizing Horn- Reasoning for OBDA,Labinot Bajraktari ,762
2019,10.1007/978-3-030-30793-6_6,Using a KG-Copy Network for Non-goal Oriented Dialogues,Debanjan Chaudhuri ,763
2019,10.1007/978-3-030-30793-6_7,Canonicalizing Knowledge Base Literals,Jiaoyan Chen ,764
2019,10.1007/978-3-030-30793-6_8,Bag Semantics of DL-Lite with Functionality Axioms,Gianluca Cima ,765
2019,10.1007/978-3-030-30793-6_9,Validating SHACL Constraints over a SPARQL Endpoint,Julien Corman ,766
2019,10.1007/978-3-030-30796-7_1,The KEEN Universe,Mehdi Ali ,767
2019,10.1007/978-3-030-30796-7_10,FoodKG: A Semantics-Driven Knowledge Graph for Food Recommendation,Steven Haussmann ,768
2019,10.1007/978-3-030-30796-7_11,BTC-2019: The 2019 Billion Triple Challenge Dataset,José-Miguel Herrera ,769
2019,10.1007/978-3-030-30796-7_12,Extending the YAGO2 Knowledge Graph with Precise Geospatial Knowledge,Nikolaos Karalis ,770
2019,10.1007/978-3-030-30796-7_13,The SEPSES Knowledge Graph: An Integrated Resource for Cybersecurity,Elmar Kiesling ,771
2019,10.1007/978-3-030-30796-7_14,SemanGit: A Linked Dataset from git,Dennis Oliver Kubitza ,772
2019,10.1007/978-3-030-30796-7_15,Squerall: Virtual Ontology-Based Access to Heterogeneous and Large Data Sources,Mohamed Nadjib Mami ,773
2019,10.1007/978-3-030-30796-7_16,List.MID: A MIDI-Based Benchmark for Evaluating RDF Lists,Albert Meroño-Peñuela ,774
2019,10.1007/978-3-030-30796-7_17,A Scalable Framework for Quality Assessment of RDF Datasets,Gezim Sejdiu ,775
2019,10.1007/978-3-030-30796-7_18,QaldGen: Towards Microbenchmarking of Question Answering Systems over Knowledge Graphs,Kuldeep Singh ,776
2019,10.1007/978-3-030-30796-7_19,Sparklify: A Scalable Software Component for Efficient Evaluation of SPARQL Queries over Distributed RDF Datasets,Claus Stadler ,777
2019,10.1007/978-3-030-30796-7_2,VLog: A Rule Engine for Knowledge Graphs,David Carral ,778
2019,10.1007/978-3-030-30796-7_20,ClaimsKG: A Knowledge Graph of Fact-Checked Claims,Andon Tchechmedjiev ,779
2019,10.1007/978-3-030-30796-7_21,CoCoOn: Cloud Computing Ontology for IaaS Price and Performance Comparison,Qian Zhang ,780
2019,10.1007/978-3-030-30796-7_22,Semantically-Enabled Optimization of Digital Marketing Campaigns,Vincenzo Cutrona ,781
2019,10.1007/978-3-030-30796-7_23,An End-to-End Semantic Platform for Nutritional Diseases Management,Ivan Donadello ,782
2019,10.1007/978-3-030-30796-7_24,VLX-Stories: Building an Online Event Knowledge Base with Emerging Entity Detection,Dèlia Fernàndez-Cañellas ,783
2019,10.1007/978-3-030-30796-7_25,Personalized Knowledge Graphs for the Pharmaceutical Domain,Anna Lisa Gentile ,784
2019,10.1007/978-3-030-30796-7_26,Use of OWL and Semantic Web Technologies at Pinterest,Rafael S. Gonçalves ,785
2019,10.1007/978-3-030-30796-7_27,An Assessment of Adoption and Quality of Linked Data in European Open Government Data,Luis-Daniel Ibáñez ,786
